,class,tweet
10233,0,sucks but that's life  now we'll give all our tips to @martindeboer :)
10234,0,same here. fricken sucks.
10235,0,piggy-chain is a keychain in the shape of a pig In which you push a button @ it turns into a flashlight.
10236,0,I dunno.. but it's damn annoying.
10237,0,YAY! I'm thinking abt that again. Otherwise fone b blowin' up. Plus reading links on BB sometimes sucks.
10238,0,SUCKS don't it?
10239,0,Sucks don't it?
10240,0,I hate the Dickens out of you. 12:30  tonight. Covert ops.
10241,0,I hate the idea of purposeful personal branding. How about just have a personality and be yourself...online and off?
10242,0,actually if ur gay you have the same exact right to marry as if ur straight.
10243,0,There are more Eagles & Cowboys fans in this world than any other football team.  I just hate football right about now.
10244,0,"Good ones! Mine is ""Merry Christmas  Kiss My Ass  Kiss Your Ass  Kiss His Ass  Happy Hannukah"" burst out laffing every time...."
10245,0,He's not worth fretting over. There's better people who still love you up in this bitch.
10246,0,The movies are way better. Movie Light blows ass  though.
10247,0,"Great! Now I've got that damn  ""Thank you for being a friend..."" song stuck in my head...your dream is my nightmare."
10248,0,Damn man  that sucks. Do you think you'll ever get another cat?
10249,0,He's kind of like a gay male version of Edith Ann I bet. http://tinyurl.com/6a8yrr
10250,0,haha yeshhh you are  and you thought i was gonna think its gay -_-
10251,0,damn your doing that with your iPhone camera / wife  me both love it.
10252,0,And we are having a pig roast and beef and goodies tonight before midnight with some of the people - I'm going to be dead tomorow
10253,0,Haha  dont cry when you drop him off. Hate to see him hit you with one of his remarks in a moment of weakness.
10254,0,Sylar/Peter? FUCK YEAH :P Us in the middle?
10255,0,Haha yeah. Jack's already gay. We're just trying to get Zak to come out now XD
10256,0,don't you hate emotions sometimes?  Sneaky things.
10257,0,that damn camera!!! lmao
10258,0,Beans are sadly gassy and cause pain. I might try non-fat yoghurt  though.
10259,0,My gluten-free  newly fat-free diet is also not avenaceous  though technically oats are not glutenous.
10260,0,"Yep. We are tweeting each other too. Mostly with messages like ""U R A NERD."" Indeed  he is the man of my dreams :-)"
10261,0, :(  that sucks.
10262,0,"I am aware. Patient advocate in ED  patient  admin. Now preface launching into history with ""kind of in the industry."" Sucks."
10263,0,yes  i am sick too too too too sick.  it sucks.  i hate it.
10264,0,i may go with velour track suit.  just have to find one! because i hate shopping  even in the best of circumstances
10265,0, wow! that  is funny!  i'd be soo disgusted if anyone pulled that  on me! they'd be  bitch-slapped.
10266,0,Well fine  they can call them seat protectors in Great Britain but in the US of A they best call 'em ass protectors.
10267,0,Damn dude -- they're all short sleeve shirts! Wanted to order a long-sleeve ringer. It's winter man! Any chance of adding?
10268,0,Ooooooh - didn't hear that story!  Have a bad feeling it likely makes us (Canada) look like wannabe dorks on the fashion radar..?
10269,0,yes  i do hate that. ;)
10270,0,we've been catching up on lost. the truth is i dont like it very much but it sucks you in because it's so freakin' weird.
10271,0,Wow-this is fantastic!  How did I miss it until now? my resolution for '09.. loose my baby fat (not from childhood). #GNO
10272,0,hate emails??? for you?? i dont believe it
10273,0,i hate PC's too!! Argh :-)
10274,0,it's actually a cool phone  great feel  good size  nice keyboard. Not sure if I'm staying with my Touch or changing. Hate decisions!
10275,0,movie is surprisingly fucking awesome! go pick it up!
10276,0,How bad ass is that?! lol
10277,0,I hate Aaron.  He needs to go away.  Interesting Comments:  Chuck is the secret love child?  I CANNOT WAIT FOR NEW EPISODES!
10278,0,don't get me started about my slumlord. Did you make it into work? It's NUTTY outside. I love this weather! (but hate winter ttc)
10279,0,I bet they hate their lives deep down. They always treat me like an idiot when I'm there.
10280,0,hahaha i did txt him back and say gay u woke me up now i cant sleep hahaha wat are you doing? im so bored but cnt sleep haha
10281,0,Excellent Point RT: @tdhurst any good fraternity would have pickles always in stock. not so sure about the ass tattoos though.
10282,0,right there with you! woke up thinking of a hundred things I need to do. hate that!
10283,0,Fuck! Are you dead?
10284,0,#NAME?
10285,0, Damn!  I better get busy  I only have 29 updates.
10286,0,i just love the speed & simplicity cum features of Google Chrome
10287,0,Eeeek! I'm scared of the dark. I don't really believe in ghosts  but that would still freak me out.
10288,0,You're right  I hate you for saying hat!
10289,0,I hate having a bunch of pics in my camera roll
10290,0,Yayyyy! Damn irish bitch! Congratulations!
10291,0,I gained this week too  I hate it b/c I knew it before I went in  and held my accountability and wi. It makes me determined
10292,0,oh ok I know what the fail whale is then! Thanks!
10293,0,why can't I bitch about AT&T? I have it for god's sake. I hate the boys club...
10294,0,let's get ready to rumble lol what a loser he is. Let's get ready to never give him the mic again
10295,0,Damn!
10296,0,You would hate to see my sister :/
10297,0,"~santi~"""
10298,0,I feel really sad for the fourth  fat  cat who can't play in the tunnel!
10299,0,Sure. Well  long day being going to five stores in a row. I hate shopping.
10300,0,Well damn you just made this Jersey boy drool alittle. That's how I like to see my Jersey women step out. You have great feet 2
10301,0,Owww  I feel you babygirl. I swear country boys and girls are so fucking thirsty. You stay on your NJ shyt you will be fine!
10302,0,hmmm me either!!! well wait I've had like two... maybe more I dunno... I hate having my photo taken I do know that much!
10303,0,Tough love is key. Though I'd never do that to my brother because he has done so much for me  but she sounds like a bitch.
10304,0,Twitter updates my facebook status you big dick. That way I don't have to do both. Not everyone is nerdy as us with our twitter
10305,0,the only thing i hate more than the man is a raging UTI.
10306,0,If you really like Of Human Bondage  you'll love anything by Shakespeare. Sorry... I'm a Literature nerd and English major...
10307,0,gotcha. No probs here but I expect her to stay up all damn nite next year. :)
10308,0,I usually reserve this term of endearment for my sweet @Ginderelly  but.... HOOKER! I hate you. No  I love you. But I hate you.
10309,0,That's because Lithia sucks.
10310,0,"I would pull the ""I'm suing your ass"""
10311,0,That's good. It's a bitch to start a computer/laptop from scratch. Music isn't too bad.Do you know what happened to your mac
10312,0,aw I'm a cap too. I'm so gay. Anyway I'll be in ny around then...
10313,0,hey Houston isnt that bad...who am i kidding it sucks anus
10314,0,i guess thats true.. when it rains in ny it sucks but there is always shit poppin in ny.. orlando is boring :(
10315,0,im in the same damn boat!!!!!!
10316,0,I disagree. Freecycle for clothes sucks. Rarely do people post pictures or include good descriptions. Maybe for kids clothes  ok.
10317,0,loooove that game! Haha  I used to be such a Nintendo nerd!
10318,0,I cant leave yet and i had to pee but there was water all over and i didnt want wet socks cause i hate that. Lol
10319,0,gorillas + apes always make me cry. mama apes nursing babies worst. 2nd are bored  ass-scratching primates. but kids dig zoos
10320,0,"on Reservoir...they were walkin...u kno my loud ass was like ""ommmgg hiiii""...haahaa"
10321,0,Ay nena..this punk is outta control. His visit went well tho..they took his stitches off but he was actin like a lil bitch whe ...
10322,0,wat! u playing drums! good shit! who da hell else has the ghwt set up? i need2bust there ass (no homo if its a dude that owns it)
10323,0,hop off my driving ok im fucking stressed out cuz of that shit. @theotherpplwhodidntreadright ..i was not talkin about ev's tweets
10324,0,omigosh  hate them! I wrote a huge  literally  enormous  sharpie-d note on my door & ran downstairs every hour. Victory at last!
10325,0,if she gets that xbox for me. no one will ever see me for about 5 months ... you'll find me mad fat  smelly  with a huge beard
10326,0,"SEND MO NEY....LOT'S OF MO NEY  Roflmao"""
10327,0,oh this sucks . would love to hang out but I am heading to Costa Rica and won't be back until the new year.
10328,0,I hate your direct message. Thanks.
10329,0,ugh I hate the tangle struggle. It will be in a damn pony tail all day and I go to brush it and its like a damn jungle.
10330,0,for real! That's awesome! I love and hate it at the same time  the presidential debates this election made me super heated.
10331,0,LOL NO KIDDING! I would be scared for my life if I were somebody tryna fuck with you! I have no older siblings  I'm jealous!
10332,0,You're so gay  you don't even like boys.
10333,0,you will do fine. good luck. go kick some ass!
10334,0, oh ratz  I hate that. It's on Gizmodo http://tinyurl.com/4vge9r
10335,0, I do. Why is it Americans feel the need to be an ass when they travel?
10336,0,and Red Carpet Ready handed my ass to me tonight  in a good way. I am pooped!
10337,0,hate you
10338,0,"Listen. I love the Lord. But when I get to heaven and he asks ""JG*... why were you such a freak?"" I will say:"
10339,0,You damn right! LOL
10340,0,trust me. I'd love to say FUCK YOU GMAT! But Georgetown  Northwestern  and Uni of Chicago would say then FUCK YOU JG*
10341,0,damn what you getting in to
10342,0,well damn! Do it big!
10343,0,the entire congregation was gay.
10344,0,Agreed.  Is Dick Clark setting an example of what to do or not to do?  Very sad to see him now God bless him...#nyetwarty
10345,0,late about big having a movie coming out. didnt tupac have that movie out called resurrection a long ass time ago?
10346,0,I hate it when that happens!  Forgeting badge.
10347,0,u r NOT a loser I think ur swell sir!
10348,0,I've been waiting for over half hr for the damn red line. Today kinda sucks!!!
10349,0,damn  after seeing that one I know I didn't win anything!
10350,0,Happy last day @ Y!. I'm sure ur gonna continue to kick ass at @raptr  and that @seldo will miss u dearly :-)
10351,0,your hate can't penetrate the total happiness and warmth I feel as I sit beneath the palm trees sipping margaritas #tequilaggedon
10352,0,I hate it when I do things like that
10353,0,no I hate the news! They showed that 51 things girl. It was like they discovered it but it was featured!!
10354,0,tell her you are gay :)
10355,0,is spreading hate and mistruths...somebody school him #gaza
10356,0,i twissed you! (twitter-missed yo ass).
10357,0,damn  girl lol. do you kill 'em w/ kindness in real life too?
10358,0,sucks. why/how are you being forced into that?
10359,0,in other news  y'all gonna make me get back online just to see this lookin' ass kitty vid. *shakes fist*
10360,0,"i hate ""the line."" i also hate the loud ""WHEEL OF FORTUNE"" sound bc that usually indicates a spin and EVERYBODY rushes over. nosy."
10361,0,not w/ praline  yo. damn. pure defecation on my breakfast.
10362,0,you don't have a mac? i'm super shocked  especially w/ the line of work you're in. macs piss on PCs  all day  urrday.
10363,0,For serious? No fooling? Fuck yeah!
10364,0,okay  not more. But equally.  I'd welcome a Moby Dick shooter  if it doesn't have a lot of cut scenes...
10365,0, #tcot if I only had the time. I hate it when conservatives say stupid things that make us all look bad.
10366,0,UGH! That sucks! Do you know if they found it? Stresssss :( I'm sorry
10367,0,I swear Michael Scott-esque loser somehow infiltrated your acct & bought lots of womens pantsuits & fur coats there.
10368,0,hehe...that's too funny. reminds me of when a student drew a picture of a 'pigpen' as a pig atop a pencil. :)
10369,0,I freakin HATE THAT and anyone that knows me this is a top peeve of mine!!
10370,0,Haha! Well Cyprus Bank's web interface sucks... So I'm considering trying out Alpha Bank. Also my landlord has Alpha bank... lol
10371,0,Maybe there's no snow  but there's a little bit of mud when it rains  and there's kat/dog poo and piss on the streets... lol
10372,0,Btw  have you seen School Rumble? It's fucking silly and stupid  but awesomely hilarious. I'm half-way through the first season.
10373,0,damn right mami!
10374,0,Totally agree on AC/DC. They are damn near the perfect rock n roll band.
10375,0,Sucks about the van. Any mechanics you know owe you favors? Also  thankee sai for the package! Got it a couple days ago.
10376,0,No worries man.  'Twas a question from me but  $800 later  I found out what the problem was.  Stupid fucking fuel pumps!
10377,0,BWahahahahah!!! Now you know why I had to take extensions on my damn documentation projects!! Stupid Twitter! *kicks his gf's pc*
10378,0,That majorly sucks! Sorry to hear it. I'd be SOOO pissed for days! Do you have insurance on it?
10379,0,the new digitally animated one kicks much ass i think its called degeneration.
10380,0,It's a necessary part of growth to shed the fat that was piled on during the boon of th 80s. #hhrs #tcot
10381,0,damn those cute puppies!! How many gadgets I have lost for them.
10382,0,That site just tells me I am fat  LOL
10383,0,it's all about filtering. In addition to being less fat  my main 09 resolution is to be mindful about how I spend attention.
10384,0,Lol and thanks for the challenge  but I think I need to be a little less fat first. Didn't know @karrock was local?
10385,0, mr big dick daddy 4rm cincinnati....ooooowwwww!!!!
10386,0,May have to end up getting a MAC myself... and an iPhone... Although just can't get used to the touch screen. Fat fingers.
10387,0,yep  i hate working with threads.
10388,0,@johnwilliams713 I hate you both.
10389,0,Actually I think we all hate this weather so everybody just stays in all the time
10390,0, While searching for leather binders for their Bibles  they use The Joy of Gay Sex as an insert. Handy.
10391,0,Shit I hate the tough questions. Is maybe a valid answer?
10392,0,No he's a cunt and wants a web site!
10393,0,Fuck I forgot. Will watch now.
10394,0,well fuck.....
10395,0,I remember trying one of those when my teen was a little one.  Those damn tents make u wanna commit murder!
10396,0,i was up till 2 am messin wit toys and batteries.  now i got a lil t-rex making noise in my house.  Damn noisy toys.
10397,0,stay warm  Kyle. that sucks. we were lucky to get ours back today.
10398,0,Hahaha... I guess I m loser now. I dont go out much! When I get my new job  maybe I will visit Longhis :)
10399,0,Thanks... you are the sweetest! :) Are they fat free?
10400,0,myspace does not hate you.
10401,0,that sucks I hope u can get out of it...where did u apply to?
10402,0,"Often I feel like the only Jew who does not equate ""political criticism of Israel's actions"" and ""hate for all Jews""."
10403,0,Vote or die  bitch!
10404,0,oh wow dude thst one hell of a kick ass mission!
10405,0,I hate to hear about all the accidents. People need to slow down and be more careful and even more so during the holiday season.
10406,0,dead ass lol
10407,0,ooooh! Don't make me come out there now! Whatchoo know about silk's freak me? Nah wait...you need to lose control first
10408,0,I have you beat - amazon and a bunch of poser stores email me too haha
10409,0,I hate to tell you this; your good name is being used for phishing! You should change your password. http://status.twitter.com/
10410,0,Damn. That is tired.
10411,0,btw i saw your gift last night. You are going to freak out.
10412,0,Well then get some damn sleep ya dumbass! Lol
10413,0,OMG! To damn funny. U need 2 video that shit. Lol
10414,0,I hate you.
10415,0,damn twitter.  Sheez...
10416,0,Its freaking me out. 1999 wasn't long ago. But 10 years. FUCK.
10417,0,i hate blackbird cause it's never enough food
10418,0,after that aired on cnn  my mom wrote me an email asking i knew about emo and if i was ok...WAT
10419,0,those damn kids ruin it for all of us!
10420,0,YEP! HATE LIFE right now. HE is a computer hacker geek stay@home dad whom THEY HAD to move out of STATE!(she's a DR.) long story~
10421,0,cont. I would get embarraced  I didnt do drugs but was like a HUGE man with what I could handle?sucks I guess if I wanted to ; )
10422,0,wow... I feel like a real loser now! ; ) haha  better get my but in gear!
10423,0,Thank You  Thank You.  I would hate to get banned from either  but. Phew! My bad...
10424,0,Hate to say it to you or hurt your feelings  Justine  but your Steelers are going DOWN next weekend!
10425,0,Damn.  Next thing you'll be telling me  Rumple of the Bailey isn't a documentary.
10426,0,way to hate on me before 7 am!! Yes  and to ALL you tweets...I made the Lightening McQueen cake.
10427,0,y do u post pictures of fat girls all the time.  Does it make u feel better?
10428,0,lol fuck it &#58126;
10429,0,what up freak nasty.
10430,0,damn! good job.
10431,0,"""fuck the recession"""
10432,0,hate you...it's freezing here...my nipples will freeze off before I get home
10433,0,slut...just pelvic thrust anyone
10434,0,god that show sucks...
10435,0,will do :) ha I don't mean to sound gay but I have no layers in my hair after tour so well see how it goes ha
10436,0,she ain't a bitch I'm just pretty awesome
10437,0,nah  i just think i deserve it. sometimes  you have to reward yours. its been 3 years since my fat boy days
10438,0,OMG. I kist realized ... I hope work doesn't think I'm calling in gay.
10439,0,cunt!!!! i love you!!!!
10440,0,i'm so fucking sick of being easily disposed of.  what's wrong with me kitty kat?
10441,0,Thanks Kitty....... and hey  i'm thinking of calling in gay tomorrow too!
10442,0,but u have to process the milk in some fashion to cut the fat content in half
10443,0,Wait  you hate hfcs but you drink diet coke?  Head asplode.
10444,0,Like fuck I am.
10445,0,I'm your fucking Da and I'm not gonna come in tomorrow :)
10446,0,NINJAS kick ass they dont rape ass unlike pirates
10447,0,why the fuck wouldn't you?
10448,0,As a former newspaper man I have to tell you that I see no reason for a bailout. Then again I hate bailouts in general.
10449,0,that PC thing is fucking awesome
10450,0,Make sure it matches. I hate furnaces that clash with the house. sainless steal or gold go with anything.
10451,0,That sucks man! Hope you start feeling better. I hope you and your family have a very Merry Christmas!
10452,0,But i agree that Walmart sucks :)
10453,0,I'm doing both. And it sucks. But I've got a lot done (work-wise) & then will spend the day finishing some Christmas stuff
10454,0,and let the merciless fun-making of the latin nerd commence....now.
10455,0,The winner eats the blintz  and the loser(s) watch the winner eat the blintz. Marquess of Queensbury rules apply. En garde!
10456,0, yah  but YOU get to tweet from your couch or bed or whatever.  I gotta sit on this hard chair on my computer I hate.
10457,0,I hate to hear that... Please let me know if you have any issues with the return and I'll remedy... because I can :)
10458,0,I relate to that kind of thinking. I hate eating salads (but I eat them anyway) and I feel I'm justified to reward myself!
10459,0,If the damn Vikings  would have won yesterday like the should have  this game wouldn't matter.
10460,0,The libertarian case for gay marriage.  http://tinyurl.com/2f6xbm
10461,0,that sucks.  gg was fantastic this week 
10462,0,had to document it just incase i was going mad myself. and i don't even like cock. what are they trying to suggest?
10463,0,fag face
10464,0,I'll have to work on that one.  Ass clown is a solid contender.
10465,0,damn I want some Frenchys... A 3 piece white with fries and cornbread.
10466,0," Instead of letting a couple of million people live for 60 years as ""prisoners"" and thereby indirectly nurturing the hate."
10467,0,Scary? Yes. It's also really fucking cool. It reads like science fiction.
10468,0,I also just got Emma as well. I've been a lit nerd too long not to have read Austen. I have shame regarding this.
10469,0,here's some cock for u http://twitpic.com/rrvm
10470,0,Actaully  after you sent that I had to sit down for dinner.  Hate to break it to you  but grandma said you had to leave.
10471,0,They'd have had flying cars by 2015  too. I want my damn flying car  dammit.
10472,0,It's pretty damn similar  that (bass?) guitar part  at least. I owe you something nice for this  btw.
10473,0,Mosey is a whore for attention.
10474,0,What's happening brotha? I'm good. Been a busy day getting ready for my big fat free bootcamp manana! How about you?
10475,0,lol so much for one huge ass exp. btw did you publish anything official yet?
10476,0,fat browser? tell me more! like gOS/CloudOS?
10477,0,It is less that 2 feet from the front to back. 3.5 wide from left to right. SMALL ASS DESK
10478,0, i'm actually refreshing wil wheaton's blog right now to find out about his incredible announcement. i just can't help my inner nerd.
10479,0,thanks  nerd.
10480,0,damn  you beat me to that example. :) #journchat
10481,0,Fuck that  this hot winter is awesome.
10482,0,Yep  I hate paying taxes too and the more I make the more I pay  but it's part of life and not a waste of money.
10483,0,"... that is funny... not two seconds ago  somebody walked by office and said ""I hate winter!""  LOL"
10484,0,Just another day  money to be made  got my hater blockers on for those haters who goin hate... Thats how im feeling today.
10485,0,I just use the standard twitter site and it's tough.  :P  WOuld hate to find another addiction to go along with this one.
10486,0,that's why hatemail is so hilarious!  i love hate mail!
10487,0,people that want to make sure that you know that they HATE HATE HATE lolis
10488,0,i love how every forum has someone fall over themself to make sure that everyone knows they hate lolis/moe/fansubs/mecha/yaoi
10489,0,damn ... that sounds real appealing now. Maybe geothermal coupled with wind and solar ... tho maybe heat coils take too much power
10490,0,@TheMadMat damn ... well then it was definitely worth a second mention. Sure looks good!
10491,0,Did you see the Dick/Rich video yet?  http://tinyurl.com/697e3g
10492,0,I wish I had a Christmas vacation.  Damn Facbook and its holiday perks!
10493,0,I hate that I couldn't guess MJ  that songs an obvious classic. Guess I need to take some time and listen to the 70s groove.
10494,0,I think they'd say fuck you right back lol.
10495,0,I hate when you get stuck out in the cold wearing cons.
10496,0,this should have ended months ago  sucks.
10497,0,he said don't hate....
10498,0,yeah. It's ugly! And their rebounding sucks!
10499,0,i always fall on ice! It's my third time this winter! Ugh i hate snow sometimes.
10500,0,GO pkzwrt's hommy Barry's ex-scharrel de lijst regelaares! (damn!)
10501,0,Sonic CD and the Lunar games... might also try to go for Third World War and Popful Mail if I absolutely lose my fucking mind.
10502,0,hey praying for u man. I hate strep
10503,0,"I didn't think about drinking every time she said ""maverick."" Damn. Could have done it every time she talked about energy  too."
10504,0,Cool. I live in Seattle where the wind pretty much sucks (it's like San Diego  but Northier). So  I usually go to Hawaii 4 my fix
10505,0,i heard traffic going to fart chips land!!! some crazy ass accident
10506,0,stop being a pussy. you look hot.
10507,0,"Uh  I don't really have a people preference. LA comes in last (hate the sprawl  lack of transportation  etc  it's not a ""city"")."
10508,0,yup  those are kick ass.  great job.
10509,0,That sucks beans. What will give it the zest of life? The bite of beautiful fruit? Even the audacious appeal of deliciousness?
10510,0,we lose perspective living around so many fit austinites. I freak every time im in htown b/c of all the public smokers.
10511,0,damn... i was just thinking of a cablazo this morning.
10512,0,Fight the good fight. I sympathize. I hate to update! And W P is goshzillions better than what I had!
10513,0,hey umm.. talisa  even tho I don't give a rats ass bout this shit   | talisa  the damn monkey mail doesn't come on monday lol
10514,0,imma be as nice as possible alrite. talisa how the fuck do I kno? do I watch da disney channel' ? uhh. . noo nigga lol
10515,0,thats not cold. its 4 fucking degrees here with a wind chill of -5! thats damn cold!
10516,0,damn  you twitter like crazy!
10517,0,oh ok..so technically u dont need that specific class...ok cuz i was about to say 2010  wtf? not for some dick lmao
10518,0,"I hate the iPhone censorship  as I use the words that are auto-corrected to ""shot"" and ""duck"" quite frequently."
10519,0,That is a massive FAIL. (I am being facetious  here.) I hate low-calorie anything  & it shows. LOL
10520,0,already looking at 5 shows so damn excited hope to do SPAC
10521,0,Cool - I've arrived. It's about damn time too....Merry Christmas Doll!
10522,0,saw that cunt thrown in
10523,0,@jackienopants I an wistfull that it will happen soon..damn sick of being on my own...one more week an counting
10524,0,Meant 60s vaguely-lived in one 1980-91  still connected somewhat. Would you live that way again? I hate too many mtgs!
10525,0,It's 53 here and supposed to be 25 by noon. Talk about a drop in tempature. The wind was howling all night. I hate winter!
10526,0,Did you just call your mum a cunt? :O
10527,0,mega pig out foodie session for you today!
10528,0,You mean GMail Contacts doesn't hate me personally? I'm relieved! (Though I don't get a Forbidden  it just keeps loading forever)
10529,0,BALLIN! on another note i hate nursing school why do i have to sit here and learn about the latest forms of birthcontrol wth!
10530,0,Oh  I hate those things! Can you imagine if you were color blind  or dislexic (sp?).
10531,0,Don't you hate that! BL is always on when I'm eating dinner and having my relax drink. Ugh!
10532,0,U gave me ur insomnia Im drinkin mountain dew and blastin 50cent  I've lost my damn mind.
10533,0,sadly i did have ideas stolen  more than once so now i'm a paranoid freak about it ... but I trust you  you like legos.
10534,0,that gem fucking with santogold and kanye west is fucking sick! love it.
10535,0,the man has talent and makes some damn good music. But he overrates himself sometimes.
10536,0,dammit miller  that was from jes again...justin likes to auto log in on this damn crack site and i forget. doh!
10537,0,...eatin' brownies like a retard! meah!
10538,0,New Hampshire. They have receieved a reported 'metric ass ton' of snow. How's Detroit hanging in there?
10539,0,That Cole lyric made me think of: I'm a kreep  I'm a loser You're so very special  I wish I was special. http://zi.ma/373a67
10540,0,Well  it's @ElysiumGWJ 's turn. Noone takes @Certis seriously  and @Demiurge and @GWJRabbit get the hate mail all the time.
10541,0,I hate milk! Egg nog sounds gross may b I'll try it this yr. U can mix it with Amaretto...that I may do.
10542,0,& @VIChick: I feel as tho I spend every weekday waiting 4 the weekend. Then I spend the weekend dreading the damn work week.
10543,0,Um...sorry  Yatty. HATE shopping this time of year. Do everything online. Good luck  though!
10544,0,That would freak me out if all my cards suddenly stopped.
10545,0,I hate it when they do that :3
10546,0,ya. Luckly that hasn't happened in years. Sucks backing a semi just over half a mile.
10547,0,CALIFORNICATION is about fucking  and how awesome it is to be David Duchovny and fuck hot young girls. Which is probably true.
10548,0,broke freezing my ass off with -1 temps & ice lol.  Ross
10549,0,Putting pants on sucks lol. Ross
10550,0,Not 2 fuck up my life. Ross
10551,0,I hope u had a kick ass day.  Ross
10552,0,"The ""need work may have a piss test"" curse"
10553,0,man Im coming to Santos tonight  ya'll sound like having a funky good time on a snowy ass day let alone a good day Im there
10554,0,http://twitpic.com/xn5j - I want to suck your hard cock ....untie you and cum all I over my  face over lord Saltan.
10555,0,i'm just getting over my sickness. It sucks. Feel better.
10556,0,I know...it sucks. Tomorrow night!
10557,0,I know! To be fair he's been working on law school apps all day. I already hate law school and he hasn't even started yet! :)
10558,0,i kno u hate me but r u ok? Im always here for u if u need me.
10559,0,during the week I'm more blk polo/cargo pants/white runners kinda guy. I pull out the nerd stuff for those who appreciate it.
10560,0,tired as fuck and wish I was with you right now!
10561,0,im jealous lol.  u better protect the penis at all times i dont care how cute YOU thought she was lol Hate hate hate
10562,0,It's dry with fruit tones. Used to HATE anything but Clicquot before I tried Korbel Natural...
10563,0,It is? I have been cybershopping for everything this year. I hate going into the store. Amazon.com is my retailer of choice. ;-)
10564,0,I mix the low fat vanilla w/ the toffee to save some calories.
10565,0,When we played the Star Wars drinking game  Pat chose to drink whenever the robots acted gay. He was trashed 10 minutes in.
10566,0,Dude  the Melodramatist would be a good stage name for an emo musician. Or a magician. I think you could do either! :-)
10567,0,yep. have some kind of infection in my foot. might be gout. sounds gross! hurts tho & i hate meds. make me sleepy! how you?
10568,0,I hate moping. It's horrible. Mum makes me mop the kitchen floor sometimes and I always want to dieeeeeeeee.
10569,0,yeah. the name didnt mean anything to them lol. i dun got death threats  hate mail. been blocked by people i dont even know lmao.
10570,0,- There there *hugs* Nobody sucks in relationship. Maybe it's about timing and the people :) It's OK.
10571,0,- Uh... Fail Whale? What Fail Whale? *whistling non-chalantly*
10572,0,lmao  yea i know i hate it D:
10573,0,figures...i hate when channels advertise for other channels...
10574,0,gah. Hard to know which team to hate more. Usually the Bears  but maybe not this year.
10575,0,well  damn  I thought we'd come to Florida. (Dream on  Karen.)
10576,0,I gave up on lighting hell this year. Got a 9 ft. pre-lit fake.  Love the smell of real but hate creating demand for tree killin'
10577,0,o Zacky i'm sorry that sucks!
10578,0,  oi vey...sorry about the plumbing-i was standing in 2inches of water in my basement last night.  merry fucking holidays :-)
10579,0,That's one thing I noticed when I first installed it too. Damn thing took over my preferences.
10580,0,Lucky me  no snow in Hazel Park at least not yet. 2 inches expected . Daily fat burning walk to the end of my driveway  again.
10581,0,Ooh  that sucks! Maybe it'll still turn up though. I've had pkgs get lost only to be found 3 wks later.
10582,0,That sucks. My flight was delayed an hour. What terminal are you at?
10583,0,damn why doesn't thwirl have spell checker?? But actually the ones the girls decorated are a bit on the mean side  hard to ice smiles
10584,0,(avec un retard de 5 heures) Bonjour Semio!
10585,0,omfggg facebook's being such a cock tonight.
10586,0,I'm gonna use meebo and use it for my AIM account. I need to update too. I'm being such a lazy-ass XD
10587,0,Thanks!  I hate not being able to do what I know is simple.  I'll DM her and deal with this tomorrow.
10588,0,ur not emo becka
10589,0, fuck em.... youre a nice guy.
10590,0,i'm going to read so that i hate myself a little less.
10591,0,I'm sure!! I despise cleaning  although I'm an organization freak!
10592,0,That's what sucks: I don't actually get to do it. I just had to prove I could plan it out. -KayCee
10593,0,a day like that'll make anyone a bitch  though. -KayCee
10594,0,you need to eat more beets and freak them out next time.
10595,0,I've been using thunderbird but am damn near ready to chuck it. too many smtp problems. three different servers points to client.
10596,0, @steph125 says fag... no one likes jacob...  and im starting to  question ur 2nd to last twitter...
10597,0, it contains 610 calories  330 from fat...
10598,0,#NAME?
10599,0,#NAME?
10600,0,For the record  it's fucking freezing...
10601,0,During hurricane Ike our power was out for 5 days  others for 2 weeks or more.  It really sucks after day 2.  Uggg  be well.
10602,0,Call Guiness...the book not the beer.  You may be the 2008 iPhone App King-O-Rama gold medal winner. How many do you hate all in?
10603,0,Downey is a freak of actor nature - he makes every character magnetic.  It was a winner.
10604,0,They are hungry for democracy - most Westerners are fat  happy  complacent.  Brave New World v. 1984. Pleasure beats pain.
10605,0,thank u! And damn that's a super long list.
10606,0,it is one of my lesser performances. Iz kinda like fat elvis vs. young elvis.
10607,0,why do i look so fat?
10608,0,the snow storm you're having could possibly be the same one we had Friday it was horrible like 20-30cm of snow. I hate metrics
10609,0,Damn that sounds so good I got fat just reading it  haha.
10610,0,Yes  one of my fave movies... of... alll.... fucking time!
10611,0,Damn.  That is a beautiful car.
10612,0,yup!  Fat Albert is next
10613,0,thanks  I'll give it a try... Just took a sudafed even tho I hate taking meds while preggers....see if that helps
10614,0,Man up pussy. NO SMOKES FOR U!!
10615,0,you hate is soooo cute though. &#9786;
10616,0,oooh I had the sneezes for three days.  Dr. said it was going around but I had no other symptoms.  I hate to sneeze1 Fine now.
10617,0,You went to the Fisher house? That is so cool! We finally made it to LA! 9 hours in the car sucks.
10618,0,Just got it in !! quick little 15 min with a run up 6 flights !!! damn that cold air almost couldnt breathe !!
10619,0,@homebasenyc Alice don't believe anything this kid says !!! I hate him  but only cause I love him so much..*sigh*
10620,0,I know! Will it ever end? I hate these weekend renovators  it goes on for years!
